respondent_state,investor_home_state,economic_sector,summary_of_dispute,amount_claimed_musd,year,"Primary - A - Agriculture, forestry and fishing",Primary - B - Mining and quarrying,Secondary - C - Manufacturing,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Tertiary - E - Water supply; sewerage, waste management and remediation activities",Tertiary - F - Construction,Tertiary - G - Wholesale and retail trade; repair of motor vehicles and motorcycles,Tertiary - H - Transportation and storage,Tertiary - I - Accommodation and food service activities,Tertiary - J - Information and communication,Tertiary - K - Financial and insurance activities,Tertiary - L - Real estate activities,"Tertiary - M - Professional, scientific and technical activities",Tertiary - N - Administrative and support service activities,Tertiary - O - Public administration and defence; compulsory social security,Tertiary - Q - Human health and social work activities,"Tertiary - R - Arts, entertainment and recreation",Tertiary - S - Other service activities
RUS,NLD,Tertiary - K - Financial and insurance activities,"Claims arising out of certain loans/financing transactions that were made to Yukos prior to its expropriation, but that were not recognized and repaid following the expropriation and forced bankruptcy process.",,2014,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
POL,IND,Tertiary - G - Wholesale and retail trade; repair of motor vehicles and motorcycles,"Claims arising out of the Polish Airports State Enterprise’s termination of lease agreements for retail stores at Warsaw Chopin Airport entered into with BH Travel, a duty-free operator in which the claimant held indirect interests.",,2014,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
CZE,CYP,Tertiary - G - Wholesale and retail trade; repair of motor vehicles and motorcycles,Claims arising out of measures imposed by the Czech Republic on the claimant’s investment.,,2014,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
POL,LUX,Tertiary - L - Real estate activities,"Claims arising out of the alleged expropriation of the claimant’s rights to a historic former barracks site adjacent to Lazienki Park in central Warsaw, including alleged arbitrary conduct of the City of Warsaw related to construction works on the site and a decision of the Warsaw Court of Appeal confirming the termination of the claimant’s usufruct rights to the property.",,2014,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
VEN,NLD; PAN,Primary - B - Mining and quarrying,"Claims arising out of the alleged expropriation of two companies controlled by the claimants that held gold and diamond mining concessions, including the alleged forced takeover of the concession areas, the revocation of the concessions and non-payment of compensation.",,2014,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POL,NLD,"Tertiary - R - Arts, entertainment and recreation","Claims arising out of Poland’s Gambling Law of 2009 restricting the operation of slot machines outside of casinos, which forced companies controlled by the claimants to stop operating most of their slot machines following the law's entry into force in January 2010 and to abandon all operations by January 2015.",,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
BOL,ESP,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of Bolivia’s Supreme Decree No. 1448 of 2012, which ordered the nationalization of claimants’ (indirectly-held) shares in four electricity companies.",,2014,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PAN,USA,Secondary - C - Manufacturing,Claims arising out of disagreements with Panama's Public Works Ministry concerning the performance of a concession to rehabilitate and operate four asphalt manufacturing enterprises held by claimants' subsidiary that led to the unilateral termination of the contract by Panama.,,2014,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CRI,CAN,Primary - B - Mining and quarrying,"Claims arising out of the Government’s revocation of claimant's concession for a gold mining project at Crucitas de Cutris, in northern Costa Rica, through alleged court and executive measures without payment of adequate compensation.",,2014,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ESP,GBR,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector, including a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers.",,2014,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BDI,BEL,Primary - B - Mining and quarrying,"Claims arising out of legal proceedings initiated by the Government against Mr. Bashir and Interpétrol on charges of corruption, collusion and embezzlement in connection with a government procurement contract.",,2014,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
UKR,GBR,"Tertiary - F - Construction;
Tertiary - L - Real estate activities",Claims arising out of a series of Ukrainian judicial rulings that annulled contracts held by claimant's subsidiary companies for the acquisition and commercial development of property.,,2014,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
LVA,EST,"Tertiary - D - Electricity, gas, steam and air conditioning supply",Claims arising out of alleged mistreatment and ultimate hostile takeover of Winergy with the aid of Latvian authorities.,,2014,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IND,FRA,Tertiary - H - Transportation and storage,"Claims arising out of a series of measures by the Indian Government that allegedly prevented the effective implementation of a joint venture related to a port modernization project at Haldia, in the city of Kolkota, in which the claimant held stakes; including allegedly failing to provide protection and security to the project, and to obey court orders concerning the removal of equipment from the port.",,2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
CAN,USA,"Primary - A - Agriculture, forestry and fishing","Claims arising out of claimant's alleged ineligibility for tax reductions under an Ontario law, the Managed Forest Tax Incentive Program, on the basis that the majority of shares in Lonyear's local enterprise were not held by Canadian nationals.",,2014,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RUS,CYP,Primary - B - Mining and quarrying,"Claims arising out of a series of actions undertaken by the respondent against Yukos Oil Company, including arrests, large tax assessments and liens, and the auction of the main Yukos facilities, among others, which allegedly led to the bankruptcy of the company and eliminated all value of claimant's shares in Yukos.",,2014,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ESP,NLD,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector, including a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers.",,2014,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ROU,SWE,Secondary - C - Manufacturing,"Claims arising out of the Government’s alleged failure to enforce its tax laws and to prevent the growth of illegal alcohol sales, causing harm to the claimants’ spirits business; and the Government’s imposition of unilateral price increases related to the claimants’ mineral water business conducted under a long-term sale and purchase contract with a national company.",,2014,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ESP,NLD,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector, including a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers.",,2014,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IDN,NLD,Primary - B - Mining and quarrying,"Claims arising out of the introduction of export restrictions on copper, including an export duty and a ban on the export of copper concentrate which allegedly stalled production at the Batu Hijau copper and gold mine operated by the claimants.",,2014,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LBY,CYP,Secondary - C - Manufacturing,Claims arising out of the alleged expropriation of the claimant’s dairy and juice factory.,,2014,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POL,LUX,Tertiary - K - Financial and insurance activities,"Claims arising out of alleged forced sale of the claimant's shareholding in a Polish bank, FM Bank PBP.",,2014,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
BOL,ESP,"Tertiary - D - Electricity, gas, steam and air conditioning supply",Claims arising out of the Government's issuance of Supreme Decree No. 1214 that seized and nationalized an electricity transmission company controlled by the claimant.,,2014,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ESP,LUX,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector, including a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers.",,2014,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LVA,CHE,Tertiary - K - Financial and insurance activities,"Claims arising out the alleged mistreatment of the claimant relating to the takeover of a Latvian bank, Parex Bank, and its subsequent division into two successor institutions.",,2014,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ESP,DEU,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector, including a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers.",,2014,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CYP,LBN,Tertiary - K - Financial and insurance activities,"Claims arising out of the decision by Cyprus’ Central Bank to place under administration and sell off two Cypriot branches of a bank owned by the claimants, following accusations that the bank was involved in money laundering operations.",,2014,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
HUN,FRA,Tertiary - N - Administrative and support service activities,"Claims arising out of the enactment of legislation granting the Government a monopoly over the prepaid corporate vouchers industry, allegedly introducing a State-run voucher system with conditions more favourable than those granted to private operators.",,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
POL,AUT,"Tertiary - I - Accommodation and food service activities;
Tertiary - L - Real estate activities","Claims arising out of Polish authorities’ alleged denial of legal titles to two hotels and related land plots in Warsaw that were held by Syrena Hotels, a formerly state-owned entity that the claimants had acquired during a privatization process; the legal titles were transferred to the successors of previous property owners. According to the claimants, government authorities had concealed contentious ownership issues prior to their acquisition of Syrena Hotels.",,2014,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
MDA,RUS,Tertiary - K - Financial and insurance activities,Claims arising out of the suspension of claimant’s voting rights in a Moldovan bank and the forced sale of its shares within 3 months allegedly ordered by Moldova’s national bank.,,2014,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
EGY,ESP,Primary - B - Mining and quarrying,Claims arising out of the alleged suspension of gas supplies by an Egyptian State-owned enterprise to the claimant's liquefied natural gas plant in contravention of the gas purchase agreement.,,2014,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EST,NLD,"Tertiary - E - Water supply; sewerage, waste management and remediation activities","Claims arising out of the alleged refusal by Estonian regulators to permit water tariff increases in Tallinn, which allegedly resulted in substantial losses for claimants' water services concession.",,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
TUR,FRA; GBR,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of the alleged termination by the Government of electricity concessions held by the claimant, as well as the seizure of the assets owned by claimant's electricity companies.",,2014,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEN,FRA,Secondary - C - Manufacturing,"Claims arising out of an alleged more favourable treatment by the Government to a Nigerian-based company which was claimant's competitor in the cement production business, including the non-enforcement of environmental and other regulations, to the detriment of Vicat.",,2014,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IND,NLD,Tertiary - J - Information and communication,Claims arising out of a retrospective transaction tax imposed by the Government over claimant's acquisition of Indian-based Hutchison Whampoa telecoms business.,,2014,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
CZE,GBR,"Tertiary - M - Professional, scientific and technical activities","Claims arising out of the Government’s alleged failures during the privatization of Škoda Export following a public tender, which was won by the claimant’s Czech company ČEX, and subsequent actions allegedly resulting in Škoda Export’s insolvency.",,2014,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
SRB,BEL,"Tertiary - E - Water supply; sewerage, waste management and remediation activities","Claims arising out of the Government's alleged failure to enforce legislation on the handling of hazardous animal by-products equally among Zelena and its competitors, rendering the claimant's operation of an animal-rendering facility unviable.",,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
SVK,NLD,Tertiary - K - Financial and insurance activities,"Claims arising out of the Government's announced plan to establish a unitary public health insurance system in Slovakia run by the State, which would allegedly entail the expropriation of Achmea’s stake in a Slovak health insurance company.",,2013,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
EGY,JOR,"Tertiary - F - Construction;
Tertiary - H - Transportation and storage",Claims arising out of the alleged interference by the Government with claimant's investments in a port development project.,,2013,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
EGY,JOR,Tertiary - H - Transportation and storage,Claims arising out of the alleged interference by the Government with claimant's investments in a customs system project.,,2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
EGY,JOR,Tertiary - H - Transportation and storage,Claims arising out of the alleged interference by the Government with claimant's investments in a bulk liquids terminal project.,,2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
JOR,KWT,Tertiary - J - Information and communication,"Claims arising out of alleged Government measures following Alghanim's sale of its stake in Umniah, a Jordanian telecommunications company, to the Bahrani company Batelco; possibly including a tax assessment levied upon the investor by Jordanian authorities.",,2013,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
POL,NOR,"Primary - A - Agriculture, forestry and fishing",Claims arising out of termination of a 30-year land lease by the Polish Agricultural Property Agency.,,2013,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CZE,DEU,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of amendments to the pre-existing incentive regime applicable to renewable energy, including the introduction of a levy on electricity generated (""Solar Levy""), allegedly adopted in order to diminish windfall profit to producers (that became possible due to significant fall in costs of solar panels) and reduce burden on energy consumers.",,2013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EGY,ITA,"Tertiary - E - Water supply; sewerage, waste management and remediation activities",Claims arising out of alleged Government measures that affected claimant's investment in a company that had concluded contracts for waste management services in Cairo.,,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CRI,USA,Tertiary - L - Real estate activities,Claims arising out of the alleged expropriation of claimant's property to create an ecological park without fair compensation.,,2013,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
LVA,CHE,Tertiary - K - Financial and insurance activities,"Claims arising out of the takeover of a Latvian bank, Latvijas Krājbanka, by the State, and the claimant's inability to access its funds deposited in that bank.",,2013,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
EGY,ESP,Secondary - C - Manufacturing,"Claims arising out of the alleged overpricing by the Government of an operating license for a cement manufacturing plant, and the application of an allegedly uncommon system of granting the licenses through tenders.",,2013,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MEX,ESP,"Tertiary - M - Professional, scientific and technical activities","Claims arising out of the annulment of claimants' street furnishing concession by an administrative court in the Mexican state of Jalisco and its transfer to another street furnishing company, allegedly in contravention of claimants' rights under the concession.",,2013,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
CRI,CHE,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of regulatory changes by the Government concerning liquid petroleum gas (LPG) sales, including tariff adjustments and the filling of canisters in which gas is sold, that had an alleged negative impact on claimants' gas distribution business.",,2013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ALB,CZE,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of the Albanian regulator's decision of 21 January 2013 to revoke the license of CEZ Shpĕrndrje, a power distribution company in which the claimant had invested, after a tariff-related dispute.",,2013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KGZ,KAZ; SYC; DNK,Primary - B - Mining and quarrying,"Claims arising out of a series of measures undertaken by the Government that allegedly expropriated claimant's investment in a gold deposit, such as annulling the licence to develop the deposit and terminating the underlying joint venture agreement.",,2013,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
USA,CRI; DOM,Tertiary - K - Financial and insurance activities,Claims arising out of Government regulators’ alleged failure to protect claimants’ investment by neglecting to stop the Stanford Ponzi scheme in a timely manner.,,2013,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
MDG,MUS,Tertiary - G - Wholesale and retail trade; repair of motor vehicles and motorcycles,Claims arising out of claimants' investments in electronic goods and home furnishing facilities in Madagascar.,,2013,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
ESP,LUX,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector, including a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers.",,2013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MDG,BEL; LUX,Secondary - C - Manufacturing,"Claims arising out of the Attorney-General’s intervention in a local court case, which allegedly led to the halting of the enforcement of a claim against the Madagascan insurer Ny Havana. Polo Garments Majunga had commenced enforcement proceedings to collect an insurance payout from Ny Havana for a burned down textiles factory.",,2013,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IND,DEU,Tertiary - J - Information and communication,"Claims arising out of the Government's cancellation of a contract concluded with Devas, a company in which the claimant held interests, concerning the provision of broadband services to Indian consumers.",,2013,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
HUN,FRA,Tertiary - N - Administrative and support service activities,"Claims arising out of the enactment of legislation granting the Government a monopoly over the prepaid corporate vouchers industry, allegedly introducing a State-run voucher system with conditions more favourable than those granted to private operators.",,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ESP,LUX; GBR,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector, including a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers.",,2013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CAN,USA,Secondary - C - Manufacturing,Claims arising out of the invalidation of the claimant's Strattera and Zyprexa pharmaceutical patents by Canada.,,2013,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TKM,TUR,Tertiary - F - Construction,Claims arising out of construction-related disputes for works undertaken in Turkmenistan.,,2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
CZE,CYP,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of amendments to the pre-existing incentive regime for the renewable energy sector, including the introduction of a levy on electricity generated from solar power plants.",,2013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BGR,AUT,"Tertiary - D - Electricity, gas, steam and air conditioning supply",Claims arising out of alleged actions by Bulgarian regulatory authorities and government agencies in relation to the pricing of electricity and compensation for public obligations in respect to renewable energy.,,2013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PER,ESP,"Tertiary - F - Construction;
Tertiary - O - Public administration and defence; compulsory social security",Claims arising out of cancellation of a concession to construct and manage a private prison that had been granted to a group of enterprises which included the claimant.,,2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
UZB,TUR,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of the alleged wrongful criminal prosecution, denial of justice and expropriation of claimant's investment by Uzbek authorities on the basis of tax evasion.",,2013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SVN,ITA,Tertiary - F - Construction,Claims arising out of disagreements over the execution of a construction contract awarded to the claimant concerning a highway tunnel project.,,2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
UZB,TUR,Tertiary - G - Wholesale and retail trade; repair of motor vehicles and motorcycles,"Claims arising out of the alleged seizure of claimants' shopping centres by Uzbek authorities on the basis of tax evasion, allegedly including physical mistreatment and the wrongful conviction of company personnel for various customs, import and taxation offences.",,2013,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
BDI,BEL,Tertiary - L - Real estate activities,"Claims arising out of an alleged de facto expropriation of land, by allowing the permanent occupation of claimant's property, without any form of compensation.",,2013,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
CZE,GBR,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of amendments to the pre-existing incentive regime for the renewable energy sector, including the introduction of a levy on electricity generated from solar power plants.",,2013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ESP,LUX; NLD,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector, including a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers.",,2013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ESP,NLD,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector, including a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers.",,2013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CZE,DEU,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of amendments to the pre-existing incentive regime for the renewable energy sector, including the introduction of a levy on electricity generated from solar power plants.",,2013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POL,CYP,Tertiary - J - Information and communication,Claims arising out of certain decisions by Poland’s Office of Electronic Communications which allegedly resulted in Sferia’s inability to effectively use radio frequencies in the 850 MHz band to develop an LTE mobile phone network.,,2013,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
PAK,TUR,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of the alleged unlawful detention by the Government of four electricity-generating vessels owned by the claimant, as well as alleged breaches of contractual payment obligations for electricity generated.",,2013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MEX,USA,Tertiary - F - Construction,"Claims arising out of the Mexican courts' annulment of an International Chamber of Commerce (ICC) arbitration award issued in favour of claimant's subsidiary, COMMISA, concerning a contractual dispute with a Mexican State-owned entity.",,2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
IND,MUS,Tertiary - J - Information and communication,"Claims arising out of the cancellation by India's Supreme Court of a telecoms licence held by a company in which the claimant had invested, and its reassignment through a public auction process.",,2013,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
UZB,KAZ,Secondary - C - Manufacturing,"Claims arising out of a series of regulatory and judicial measures taken by different branches of the Uzbek government, including criminal investigations, allegedly leading to the unlawful nationalisation of two cement companies in which the claimants had invested.",,2013,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KGZ,KOR,Tertiary - L - Real estate activities,Claims arising out of the alleged expropriation of claimant's investment by terminating certain lease agreements with respect to various land plots to develop a theme park in Bishkek.,,2013,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
CAN,USA,Primary - B - Mining and quarrying,"Claims arising out of the revocation by the Government of Quebec of claimant's permits for petroleum and natural gas exploration in the Utica shale gas basin, including beneath the St. Lawrence River.",,2013,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CYP,GRC,Tertiary - K - Financial and insurance activities,"Claims arising out of the issuance of a decree that increased the Government's participation in a Cypriot bank in which the claimants had invested, allegedly resulting in the take-over of the institution's management control and the bank's subsequent insolvency.",,2013,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
HRV,HUN,"Primary - B - Mining and quarrying;
Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of the alleged failure by the Government to improve the gas trading business of the company in which MOL had invested (which was loss making), as well as alleged delays and irregularities in granting licenses and the criminal prosecution of claimant's chief executive.",,2013,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SRB,GRC,Primary - B - Mining and quarrying,"Claims arising out of Serbia's alleged failure to honour a commitment regarding the deadline to privatize the mining company RTB-Bor, which prevented the claimant to recover outstanding payments from the Government.",,2013,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
USA,PER,Tertiary - K - Financial and insurance activities,Claims arising out of Government regulators’ alleged failure to protect claimants’ investment by neglecting to stop the Stanford Ponzi scheme in a timely manner.,,2013,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
CZE,CYP; LUX; NLD,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of amendments to the pre-existing incentive regime for the renewable energy sector, including the introduction of a levy on electricity generated from solar power plants.",,2013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
USA,MEX; CAN,Tertiary - K - Financial and insurance activities,Claims arising out of Government regulators’ alleged failure to protect claimants’ investment by neglecting to stop the Stanford Ponzi scheme in a timely manner.,,2013,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
KGZ,KAZ,Tertiary - F - Construction,"Claims arising out of the alleged expropriation of a project to build a cultural and accommodation centre on the shores of Issyk Kul, known as the Avrora Green resort and residential complex.",,2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
CZE,DEU,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of amendments to the pre-existing incentive regime for the renewable energy sector, including the introduction of a levy on electricity generated from solar power plants.",,2013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GRC,CYP; SVK,Tertiary - K - Financial and insurance activities,"Claims arising out of the enactment of legislation that amended sovereign bond terms retroactively and unilaterally by the Government, allegedly allowing the imposition of new terms upon bondholders against their consent if a supermajority of other bondholders consented, in the context of Greece's 2012 sovereign debt restructuring.",,2013,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
VNM,FRA,"Secondary - C - Manufacturing;
Tertiary - G - Wholesale and retail trade; repair of motor vehicles and motorcycles",Claims arising out of alleged outstanding payments by the Government concerning claimant's participation in an assistance programme that provided food and basic commodities to Viet Nam when the country faced food shortages in 1987.,,2013,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
ESP,LUX; GBR,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Claims arising out of a series of energy reforms undertaken by the Government affecting the renewables sector, including a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers.",,2013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FRA,TUR,"Tertiary - H - Transportation and storage;
Tertiary - M - Professional, scientific and technical activities","Claims arising out of disagreements over certain ship hull design related to Mr. Serter's experience, as ship designer and architect, in research, development and design of advanced hull forms.",,2013,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
LBY,KOR,Tertiary - F - Construction,,,2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
LBY,FRA,Tertiary - F - Construction,Claims arising out of a government entity’s non-payment of amounts due under settlement agreements with the claimant related to a construction contract that the parties concluded in 1979.,,2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
BOL,BMU,Primary - B - Mining and quarrying,"Claims arising out of the Government's decree that revoked mining concessions held by the claimant’s subsidiary, following protests and social unrest within the indigenous populations in the mining area.",,2013,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
UZB,NLD,Secondary - C - Manufacturing,"Claims arising out of the withdrawal by the Government of a VAT subsidy to cotton input purchases and other incentives, allegedly leading to the bankruptcy of claimant's investment in Uzbekistan.",,2013,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KGZ,CAN,Primary - B - Mining and quarrying,Claims arising out of a series of measures by the Government which allegedly resulted in the impossibility to carry out activities on the mineral deposit “Kutessay II” in accordance with the mining license previously granted to Kutisay Mining LLC.,,2013,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PAN,USA,"Tertiary - D - Electricity, gas, steam and air conditioning supply",Claims arising out of the Government's cancellation of a hydro-electric power plant concession and its alleged subsequent failure to abide by Panama Supreme Court's decision that reinstated the investor in its rights to the concession.,,2013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SRB,HRV,Secondary - C - Manufacturing,,,2013,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SVK,NLD,Secondary - C - Manufacturing,"Claims arising out of the imposition of certain electricity tariffs upon claimant's local steel plant, US Steel Košice.",,2013,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
